function,batch_size,time_taken_secs
load_each_image_and_encode_immediately,1,0.2604048252105713
load_each_image_and_encode_immediately,16,0.6643247604370117
load_each_image_and_encode_immediately,64,1.8863587379455566
load_each_image_and_encode_immediately,256,6.782602548599243
load_each_image_and_encode_immediately,256,6.662841796875
load_each_image_and_encode_immediately,512,13.124598979949951
load_each_image_and_encode_immediately,640,16.23265290260315
load_each_image_and_encode_immediately,768,20.55116868019104
load_each_image_and_encode_immediately,1024,27.617161750793457
